name,aliases,country,province,lat,lon,Route,URL
Lower Virgin,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.9498,-100.47741,Flying Scorpion,https://www.mountainproject.com/route/106333393/flying-scorpion
The Grooves,The Fortress|Skaha Bluffs|Okanagan|British Columbia|North America|International,Canada,British Columbia,49.43622,-119.56768,The Real Special Forces,https://www.mountainproject.com/route/107145489/the-real-special-forces
Seal Cove,Squamish|British Columbia|North America|International,Canada,British Columbia,49.6369,-123.2149,Sole Mate,https://www.mountainproject.com/route/106010408/sole-mate
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,This Dog's Life,https://www.mountainproject.com/route/105920189/this-dogs-life
Octopus Garden,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70827,-123.13681,Pipe Dream,https://www.mountainproject.com/route/105963374/pipe-dream
Los Lobos Wall,Los Lobos Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95103,-100.47509,Howlin' Wolf,https://www.mountainproject.com/route/105920044/howlin-wolf
La Selva (Jungle Wall),El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94838,-100.47698,Las Chimuelas,https://www.mountainproject.com/route/106079593/las-chimuelas
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Crescent Moon  AKA: Death of a Tradman,https://www.mountainproject.com/route/106640630/crescent-moon-aka-death-of-a-tradman
Nightmare Rock,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6489,-123.2021,Hypertension,https://www.mountainproject.com/route/106007127/hypertension
Neat and Cool,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.706,-123.1403,Layback Flake,https://www.mountainproject.com/route/105987340/layback-flake
The Bog Wall,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6459,-123.2048,Up From the Bog,https://www.mountainproject.com/route/105954031/up-from-the-bog
Lower Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68729,-123.14791,Rambles,https://www.mountainproject.com/route/107577227/rambles
Cat Wall,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94965,-100.47689,Scaredy Cat,https://www.mountainproject.com/route/106389631/scaredy-cat
Pixie Corner,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7067,-123.1398,Joe's Crack,https://www.mountainproject.com/route/105979738/joes-crack
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Caguama Queen,https://www.mountainproject.com/route/105920195/caguama-queen
Neat and Cool,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.706,-123.1403,Corner Crack,https://www.mountainproject.com/route/105966234/corner-crack
Petrifying Wall,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6437,-123.2121,No Name Road,https://www.mountainproject.com/route/106527496/no-name-road
Burgers and Fries,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70461,-123.14131,Catch Me Quick(er),https://www.mountainproject.com/route/107227920/catch-me-quicker
Octopus Garden,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70827,-123.13681,Electric Ball,https://www.mountainproject.com/route/106842549/electric-ball
Tecolote Cave,El Salto|Nuevo Leon|North America|International,Mexico,Nuevo León,25.39579,-100.24296,Culo De Merlin,https://www.mountainproject.com/route/106345224/culo-de-merlin
The Outpost,Cheakamus Canyon|Sea to Sky (Squamish to Whistler)|British Columbia|North America|International,Canada,British Columbia,49.93556,-123.15602,Centurion,https://www.mountainproject.com/route/111739226/centurion
Las Agujas (The Spires),El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94738,-100.47773,Gettin'  Wood,https://www.mountainproject.com/route/105914186/gettin-wood
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Fat Boy Slim,https://www.mountainproject.com/route/106177967/fat-boy-slim
Meathooks Area,Grassi Lakes|Bow Valley|Alberta|North America|International,Canada,Alberta,51.07241,-115.40718,Meathooks,https://www.mountainproject.com/route/106413869/meathooks
TNT Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.9484,-100.47513,No Habla Espanol,https://www.mountainproject.com/route/107456076/no-habla-espanol
Conroy's Castle,Chek|Cheakamus Canyon|Sea to Sky (Squamish to Whistler)|British Columbia|North America|International,Canada,British Columbia,49.90989,-123.15665,Charlotte's Web,https://www.mountainproject.com/route/105960650/charlottes-web
North Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68766,-123.14493,South Arete,https://www.mountainproject.com/route/106776367/south-arete
Mini Super Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94937,-100.47577,La Presa,https://www.mountainproject.com/route/106265765/la-presa
Cat Wall,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94965,-100.47689,The Cat's Meow,https://www.mountainproject.com/route/106185056/the-cats-meow
Burgers and Fries,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70461,-123.14131,Gollum,https://www.mountainproject.com/route/105957597/gollum
Upper Virgin,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94982,-100.47772,Milk Cow Blues,https://www.mountainproject.com/route/106197646/milk-cow-blues
Snowpatch Spire,Bugaboos|Columbia-Shushwap|British Columbia|North America|International,Canada,British Columbia,50.73667,-116.78162,Snowpatch Route (aka SE Corner/Wiessner's Route),https://www.mountainproject.com/route/106001260/snowpatch-route-aka-se-cornerwiessners-route
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Emilio's Posse,https://www.mountainproject.com/route/105920183/emilios-posse
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,I Believe I Can Fly,https://www.mountainproject.com/route/106317011/i-believe-i-can-fly
Pixie Corner,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7067,-123.1398,Davy Jones' Locker,https://www.mountainproject.com/route/105979750/davy-jones-locker
Ronin's Corner,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70531,-123.13628,Magical Child,https://www.mountainproject.com/route/105910924/magical-child
Genesis,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6464,-123.2045,Genesis,https://www.mountainproject.com/route/106999949/genesis
Los Lobos Wall,Los Lobos Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95103,-100.47509,Wolf of the Deserts,https://www.mountainproject.com/route/112187903/wolf-of-the-deserts
Neat and Cool,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.706,-123.1403,Clean Starts,https://www.mountainproject.com/route/106621437/clean-starts
Los Lobos Wall,Los Lobos Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95103,-100.47509,Palm Snake,https://www.mountainproject.com/route/106373354/palm-snake
15 - M & M,Montagne d'Argent|15. Laurentides|Quebec|North America|International,Canada,Quebec,46.12577,-74.678,M&M,https://www.mountainproject.com/route/108344970/mm
Lower (CLOSED*),The Malamute|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68402,-123.1562,Clean Crack (CLOSED),https://www.mountainproject.com/route/105876730/clean-crack-closed
Olesen Creek Wall,Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.675,-123.1517,Wiretap,https://www.mountainproject.com/route/106844672/wiretap
South Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68635,-123.1474,One Scoop with Delicious Dimples,https://www.mountainproject.com/route/108645264/one-scoop-with-delicious-dimples
Wonder Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95022,-100.47691,Mr. Hanky,https://www.mountainproject.com/route/106309607/mr-hanky
Forgotten Wall,Chek|Cheakamus Canyon|Sea to Sky (Squamish to Whistler)|British Columbia|North America|International,Canada,British Columbia,49.91054,-123.15621,The Voodoo That You Do,https://www.mountainproject.com/route/105962596/the-voodoo-that-you-do
Mid Wall,Marble Canyon Rock|Marble Canyon|Cariboo|British Columbia|North America|International,Canada,British Columbia,50.85297,-121.70927,The Goat,https://www.mountainproject.com/route/115145862/the-goat
Outhouse Wall,The Back of The Lake|Lake Louise|Banff National Park|Alberta|North America|International,Canada,Alberta,51.4076,-116.2405,Turtle Mountain,https://www.mountainproject.com/route/108226542/turtle-mountain
Mota Wall,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94747,-100.4761,Abuelito Dime Tu,https://www.mountainproject.com/route/106178043/abuelito-dime-tu
Los Lobos Wall,Los Lobos Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.95103,-100.47509,The Blacksmith,https://www.mountainproject.com/route/108564748/the-blacksmith
3. Impériale,Mont-King|Val-David|15. Laurentides|Quebec|North America|International,Canada,Quebec,46.02571,-74.17832,Sceptre,https://www.mountainproject.com/route/109006250/sceptre
Shannon Falls Wall,Shannon Falls|Squamish|British Columbia|North America|International,Canada,British Columbia,49.66932,-123.15753,Dirty Dicky,https://www.mountainproject.com/route/108214806/dirty-dicky
La Ola (The Wave),El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94831,-100.47545,Tufa the Price of One,https://www.mountainproject.com/route/106157497/tufa-the-price-of-one
Woodstock,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.64457,-123.2109,Happy Day,https://www.mountainproject.com/route/110140396/happy-day
Crescent Spire,Bugaboos|Columbia-Shushwap|British Columbia|North America|International,Canada,British Columbia,50.74999,-116.7767,Paddle Flake Direct,https://www.mountainproject.com/route/105869571/paddle-flake-direct
Las Agujas (The Spires),El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94738,-100.47773,Crack Test Dummies,https://www.mountainproject.com/route/106081011/crack-test-dummies
3. Droite,Gros Bonnet|Vallée du  Bras-du-Nord|03. Portneuf|Quebec|North America|International,Canada,Quebec,47.13059,-71.87814,L'Odyssée,https://www.mountainproject.com/route/120726714/lodyssee
08. La renversée,L'Amphitheatre|Saint-Andre-de-Kamouraska|01. Bas-Saint-Laurent|Quebec|North America|International,Canada,Quebec,47.6504,-69.73464,La Renversee,https://www.mountainproject.com/route/109191335/la-renversee
Nightmare Rock,Murrin Park|Squamish|British Columbia|North America|International,Canada,British Columbia,49.6489,-123.2021,Short Sentry,https://www.mountainproject.com/route/106072240/short-sentry
Mount Hector and Mount Andromache,Icefields Parkway|Alberta|North America|International,Canada,Alberta,51.6109,-116.29464,Achilles Spire,https://www.mountainproject.com/route/112143604/achilles-spire
AMO Wall,Shannon Falls|Squamish|British Columbia|North America|International,Canada,British Columbia,49.67242,-123.15689,The Relish Route,https://www.mountainproject.com/route/108503837/the-relish-route
Forgotten Wall,Chek|Cheakamus Canyon|Sea to Sky (Squamish to Whistler)|British Columbia|North America|International,Canada,British Columbia,49.91054,-123.15621,Bullet the Blue Car,https://www.mountainproject.com/route/105960664/bullet-the-blue-car
Neat and Cool,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.706,-123.1403,Stumps,https://www.mountainproject.com/route/105962510/stumps
The Dihedrals,El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94681,-100.47955,Osito,https://www.mountainproject.com/route/107008102/osito
North Apron,The Apron|Stawamus Chief|Squamish|British Columbia|North America|International,Canada,British Columbia,49.68766,-123.14493,Rock On Direct (aka Hard On),https://www.mountainproject.com/route/107728011/rock-on-direct-aka-hard-on
Las Agujas (The Spires),El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.94738,-100.47773,Through the Looking Glass,https://www.mountainproject.com/route/106080993/through-the-looking-glass
Wall Area,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.7081,-123.141,Seam of Destiny,https://www.mountainproject.com/route/106847363/seam-of-destiny
Crag X,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70856,-123.14147,Baby Lizard,https://www.mountainproject.com/route/106536519/baby-lizard
Lower Virgin,Virgin Canyon|El Potrero Chico|Nuevo Leon|North America|International,Mexico,Nuevo León,25.9498,-100.47741,Mugre,https://www.mountainproject.com/route/109856597/mugre
Burgers and Fries,The Smoke Bluffs|Squamish|British Columbia|North America|International,Canada,British Columbia,49.70461,-123.14131,Move It On Over,https://www.mountainproject.com/route/105957617/move-it-on-over
